Binomial.name;NCBI_ID;Motility;Gram.staining;Aerophilicity;Extreme.environment.tolerance;Biofilm.formation;Animal.pathogenicity;Biosafety.level;Health.association;Host.association;Plant.pathogenicity;Spore.formation;Hemolysis;Cell.shape;Member.of.WA.subset;Superkingdom;Phylum;Class;Order;Family;Genus;Species;FTP.path;Fasta.file;Gff.file;Gene_file;Gene_location
Streptomyces sennicomposti;2873384;FALSE;NA;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;TRUE;NA;tail;TRUE;Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces sennicomposti;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/890/635/GCA_019890635.1_ASM1989063v1;GCA_019890635.1_ASM1989063v1_genomic.fasta;GCA_019890635.1_ASM1989063v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_019890635.1_ASM1989063v1_genomic.txt
Macrococcus armenti;2875764;FALSE;gram stain positive;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;TRUE;FALSE;FALSE;NA;NA;TRUE;Bacteria;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Macrococcus;Macrococcus armenti;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/097/095/GCA_020097095.1_ASM2009709v1;GCA_020097095.1_ASM2009709v1_genomic.fasta;GCA_020097095.1_ASM2009709v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_020097095.1_ASM2009709v1_genomic.txt
Nonomuraea aurantiaca;2878562;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;bacillus;TRUE;Bacteria;Actinomycetota;Actinomycetes;Streptosporangiales;Streptosporangiaceae;Nonomuraea;Nonomuraea aurantiaca;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/215/705/GCA_020215705.1_ASM2021570v1;GCA_020215705.1_ASM2021570v1_genomic.fasta;GCA_020215705.1_ASM2021570v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_020215705.1_ASM2021570v1_genomic.txt
Rhodococcus yananensis;2879464;FALSE;gram stain positive;aerobic;TRUE;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Rhodococcus;Rhodococcus yananensis;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/515/525/GCA_020515525.1_ASM2051552v1;GCA_020515525.1_ASM2051552v1_genomic.fasta;GCA_020515525.1_ASM2051552v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_020515525.1_ASM2051552v1_genomic.txt
Amycolatopsis rifamycinica;287986;FALSE;gram stain positive;aerobic;FALSE;NA;TRUE;biosafety level 1;NA;FALSE;FALSE;TRUE;NA;NA;TRUE;Bacteria;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;Amycolatopsis rifamycinica;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/695/625/GCA_000695625.1_ASM69562v1;GCA_000695625.1_ASM69562v1_genomic.fasta;GCA_000695625.1_ASM69562v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_000695625.1_ASM69562v1_genomic.txt
Pseudoalteromonas atlantica;288;TRUE;gram stain negative;aerobic;FALSE;TRUE;TRUE;biosafety level 1;NA;FALSE;FALSE;FALSE;gamma;bacillus;TRUE;Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;Pseudoalteromonas atlantica;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/374/815/GCF_002374815.1_ASM237481v1;GCF_002374815.1_ASM237481v1_genomic.fasta;GCF_002374815.1_ASM237481v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_002374815.1_ASM237481v1_genomic.txt
Streptomyces longhuiensis;2880933;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;tail;TRUE;Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces longhuiensis;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/616/555/GCA_020616555.1_ASM2061655v1;GCA_020616555.1_ASM2061655v1_genomic.fasta;GCA_020616555.1_ASM2061655v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_020616555.1_ASM2061655v1_genomic.txt
Streptomyces guryensis;2886947;FALSE;gram stain positive;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;FALSE;NA;TRUE;NA;tail;TRUE;Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces guryensis;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/261/325/GCA_021261325.1_ASM2126132v1;GCA_021261325.1_ASM2126132v1_genomic.fasta;GCA_021261325.1_ASM2126132v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_021261325.1_ASM2126132v1_genomic.txt
Streptomyces nitrosporeus;28894;FALSE;gram stain positive;aerobic;NA;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;TRUE;NA;tail;TRUE;Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces nitrosporeus;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/704/555/GCF_008704555.1_ASM870455v1;GCF_008704555.1_ASM870455v1_genomic.fasta;GCF_008704555.1_ASM870455v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_008704555.1_ASM870455v1_genomic.txt
Campylobacter helveticus;28898;TRUE;gram stain negative;aerobic;FALSE;NA;TRUE;biosafety level 1;NA;TRUE;FALSE;FALSE;NA;spirillum;TRUE;Bacteria;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter helveticus;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/080/395/GCF_002080395.1_ASM208039v1;GCF_002080395.1_ASM208039v1_genomic.fasta;GCF_002080395.1_ASM208039v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_002080395.1_ASM208039v1_genomic.txt
Yersinia artesiana;2890315;TRUE;gram stain negative;aerobic;TRUE;NA;TRUE;NA;NA;NA;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia artesiana;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/726/525/GCA_902726525.1_IP41384v1;GCA_902726525.1_IP41384v1_genomic.fasta;GCA_902726525.1_IP41384v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_902726525.1_IP41384v1_genomic.txt
Yersinia proxima;2890316;TRUE;gram stain negative;aerobic;TRUE;NA;TRUE;NA;NA;NA;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia proxima;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/170/665/GCA_902170665.1_IP37838;GCA_902170665.1_IP37838_genomic.fasta;GCA_902170665.1_IP37838_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_902170665.1_IP37838_genomic.txt
Yersinia thracica;2890319;TRUE;gram stain negative;aerobic;TRUE;NA;TRUE;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia thracica;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/123/825/GCF_001123825.1_5139_2_1;GCF_001123825.1_5139_2_1_genomic.fasta;GCF_001123825.1_5139_2_1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_001123825.1_5139_2_1_genomic.txt
Staphylococcus ratti;2892440;FALSE;gram stain positive;aerobic;FALSE;NA;TRUE;biosafety level 2;NA;TRUE;FALSE;FALSE;NA;NA;TRUE;Bacteria;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus ratti;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/883/535/GCA_020883535.1_ASM2088353v1;GCA_020883535.1_ASM2088353v1_genomic.fasta;GCA_020883535.1_ASM2088353v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_020883535.1_ASM2088353v1_genomic.txt
Massilia agrisoli;2892444;TRUE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;gamma;bacillus;TRUE;Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;Massilia agrisoli;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/831/365/GCA_020831365.1_ASM2083136v1;GCA_020831365.1_ASM2083136v1_genomic.fasta;GCA_020831365.1_ASM2083136v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_020831365.1_ASM2083136v1_genomic.txt
Flavobacterium pygoscelis;2893176;TRUE;gram stain negative;aerobic;NA;NA;TRUE;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium pygoscelis;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/162/025/GCA_023162025.1_ASM2316202v1;GCA_023162025.1_ASM2316202v1_genomic.fasta;GCA_023162025.1_ASM2316202v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_023162025.1_ASM2316202v1_genomic.txt
Dickeya parazeae;2893572;TRUE;gram stain negative;NA;FALSE;NA;FALSE;biosafety level 1;NA;NA;TRUE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;Dickeya;Dickeya parazeae;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/897/605/GCA_017897605.1_ASM1789760v1;GCA_017897605.1_ASM1789760v1_genomic.fasta;GCA_017897605.1_ASM1789760v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_017897605.1_ASM1789760v1_genomic.txt
Citrobacter meridianamericanus;2894201;TRUE;gram stain negative;aerobic;FALSE;NA;TRUE;biosafety level 1;NA;NA;NA;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;Citrobacter meridianamericanus;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/023/655/GCF_024023655.1_ASM2402365v1;GCF_024023655.1_ASM2402365v1_genomic.fasta;GCF_024023655.1_ASM2402365v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_024023655.1_ASM2402365v1_genomic.txt
Frateuria edaphi;2898793;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Frateuria;Frateuria edaphi;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/117/405/GCA_021117405.1_ASM2111740v1;GCA_021117405.1_ASM2111740v1_genomic.fasta;GCA_021117405.1_ASM2111740v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_021117405.1_ASM2111740v1_genomic.txt
Huaxiibacter chinensis;2899785;TRUE;gram stain negative;aerobic;FALSE;NA;TRUE;NA;NA;TRUE;NA;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Huaxiibacter;Huaxiibacter chinensis;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/171/985/GCA_022171985.1_ASM2217198v1;GCA_022171985.1_ASM2217198v1_genomic.fasta;GCA_022171985.1_ASM2217198v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_022171985.1_ASM2217198v1_genomic.txt
Pseudomonas petroselini;2899822;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;FALSE;NA;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas petroselini;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/166/595/GCA_021166595.1_ASM2116659v1;GCA_021166595.1_ASM2116659v1_genomic.fasta;GCA_021166595.1_ASM2116659v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_021166595.1_ASM2116659v1_genomic.txt
Xenorhabdus innexi;290109;TRUE;gram stain negative;aerobic;FALSE;NA;TRUE;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Morganellaceae;Xenorhabdus;Xenorhabdus innexi;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/155/355/GCA_900155355.1_ASM90015535v1;GCA_900155355.1_ASM90015535v1_genomic.fasta;GCA_900155355.1_ASM90015535v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_900155355.1_ASM90015535v1_genomic.txt
Xenorhabdus budapestensis;290110;TRUE;gram stain negative;aerobic;FALSE;NA;TRUE;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Morganellaceae;Xenorhabdus;Xenorhabdus budapestensis;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/743/015/GCA_017743015.1_ASM1774301v1;GCA_017743015.1_ASM1774301v1_genomic.fasta;GCA_017743015.1_ASM1774301v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_017743015.1_ASM1774301v1_genomic.txt
Xenorhabdus ehlersii;290111;TRUE;gram stain negative;aerobic;FALSE;NA;TRUE;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Morganellaceae;Xenorhabdus;Xenorhabdus ehlersii;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/632/445/GCF_002632445.1_ASM263244v1;GCF_002632445.1_ASM263244v1_genomic.fasta;GCF_002632445.1_ASM263244v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_002632445.1_ASM263244v1_genomic.txt
Xenorhabdus szentirmaii;290112;TRUE;gram stain negative;aerobic;FALSE;NA;TRUE;biosafety level 1;NA;TRUE;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Morganellaceae;Xenorhabdus;Xenorhabdus szentirmaii;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/632/595/GCF_002632595.1_ASM263259v1;GCF_002632595.1_ASM263259v1_genomic.fasta;GCF_002632595.1_ASM263259v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_002632595.1_ASM263259v1_genomic.txt
Microbulbifer guangxiensis;2904249;FALSE;gram stain negative;aerobic;TRUE;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Microbulbiferaceae;Microbulbifer;Microbulbifer guangxiensis;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/729/075/GCA_021729075.1_ASM2172907v1;GCA_021729075.1_ASM2172907v1_genomic.fasta;GCA_021729075.1_ASM2172907v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_021729075.1_ASM2172907v1_genomic.txt
Vibrio floridensis;2908007;TRUE;gram stain negative;aerobic;FALSE;NA;TRUE;biosafety level 2;NA;NA;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio floridensis;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/852/965/GCA_021852965.1_ASM2185296v1;GCA_021852965.1_ASM2185296v1_genomic.fasta;GCA_021852965.1_ASM2185296v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_021852965.1_ASM2185296v1_genomic.txt
Qipengyuania spongiae;2909673;FALSE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;NA;TRUE;Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Qipengyuania;Qipengyuania spongiae;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/168/555/GCF_026168555.1_ASM2616855v1;GCF_026168555.1_ASM2616855v1_genomic.fasta;GCF_026168555.1_ASM2616855v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_026168555.1_ASM2616855v1_genomic.txt
Bradyrhizobium zhengyangense;2911009;TRUE;gram stain negative;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;Bradyrhizobium zhengyangense;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/012/555/GCA_022012555.1_ASM2201255v1;GCA_022012555.1_ASM2201255v1_genomic.fasta;GCA_022012555.1_ASM2201255v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_022012555.1_ASM2201255v1_genomic.txt
Micromonospora trifolii;2911208;FALSE;gram stain positive;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;NA;FALSE;TRUE;NA;NA;TRUE;Bacteria;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora trifolii;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/229/005/GCA_022229005.1_ASM2222900v1;GCA_022229005.1_ASM2222900v1_genomic.fasta;GCA_022229005.1_ASM2222900v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_022229005.1_ASM2222900v1_genomic.txt
Micromonospora hortensis;2911209;FALSE;gram stain positive;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;NA;FALSE;TRUE;NA;NA;TRUE;Bacteria;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora hortensis;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/230/935/GCA_022230935.1_ASM2223093v1;GCA_022230935.1_ASM2223093v1_genomic.fasta;GCA_022230935.1_ASM2223093v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_022230935.1_ASM2223093v1_genomic.txt
Micromonospora salmantinae;2911211;FALSE;gram stain positive;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;NA;FALSE;TRUE;NA;NA;TRUE;Bacteria;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora salmantinae;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/230/905/GCA_022230905.1_ASM2223090v1;GCA_022230905.1_ASM2223090v1_genomic.fasta;GCA_022230905.1_ASM2223090v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_022230905.1_ASM2223090v1_genomic.txt
Micromonospora alfalfae;2911212;FALSE;gram stain positive;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;TRUE;NA;NA;TRUE;Bacteria;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora alfalfae;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/230/925/GCA_022230925.1_ASM2223092v1;GCA_022230925.1_ASM2223092v1_genomic.fasta;GCA_022230925.1_ASM2223092v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_022230925.1_ASM2223092v1_genomic.txt
Gordonia zhenghanii;2911516;FALSE;gram stain positive;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA;TRUE;Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Gordoniaceae;Gordonia;Gordonia zhenghanii;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/738/965/GCA_021738965.1_ASM2173896v1;GCA_021738965.1_ASM2173896v1_genomic.fasta;GCA_021738965.1_ASM2173896v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_021738965.1_ASM2173896v1_genomic.txt
Gordonia liuliyuniae;2911517;FALSE;gram stain positive;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA;TRUE;Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Gordoniaceae;Gordonia;Gordonia liuliyuniae;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/739/025/GCA_021739025.1_ASM2173902v1;GCA_021739025.1_ASM2173902v1_genomic.fasta;GCA_021739025.1_ASM2173902v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_021739025.1_ASM2173902v1_genomic.txt
Brachybacterium atlanticum;2911888;FALSE;gram stain positive;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;NA;TRUE;Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Dermabacteraceae;Brachybacterium;Brachybacterium atlanticum;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/669/985/GCF_025669985.1_ASM2566998v1;GCF_025669985.1_ASM2566998v1_genomic.fasta;GCF_025669985.1_ASM2566998v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_025669985.1_ASM2566998v1_genomic.txt
Corynebacterium meitnerae;2913498;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;gamma;NA;TRUE;Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium meitnerae;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/570/075/GCF_027570075.1_ASM2757007v1;GCF_027570075.1_ASM2757007v1_genomic.fasta;GCF_027570075.1_ASM2757007v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_027570075.1_ASM2757007v1_genomic.txt
Corynebacterium curieae;2913500;FALSE;gram stain positive;aerobic;NA;NA;FALSE;biosafety level 2;NA;TRUE;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium curieae;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/821/675/GCA_032821675.1_ASM3282167v1;GCA_032821675.1_ASM3282167v1_genomic.fasta;GCA_032821675.1_ASM3282167v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_032821675.1_ASM3282167v1_genomic.txt
Corynebacterium marquesiae;2913503;FALSE;gram stain positive;aerobic;NA;NA;FALSE;biosafety level 2;NA;TRUE;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium marquesiae;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/229/635/GCF_030229635.1_ASM3022963v1;GCF_030229635.1_ASM3022963v1_genomic.fasta;GCF_030229635.1_ASM3022963v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_030229635.1_ASM3022963v1_genomic.txt
Corynebacterium yonathiae;2913504;FALSE;gram stain positive;aerobic;NA;NA;FALSE;biosafety level 2;NA;TRUE;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium yonathiae;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/570/195/GCF_027570195.1_ASM2757019v1;GCF_027570195.1_ASM2757019v1_genomic.fasta;GCF_027570195.1_ASM2757019v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_027570195.1_ASM2757019v1_genomic.txt
Silvania hatchlandensis;2926469;TRUE;gram stain negative;NA;FALSE;NA;TRUE;NA;NA;TRUE;TRUE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Silvania;Silvania hatchlandensis;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/564/065/GCF_025564065.1_ASM2556406v1;GCF_025564065.1_ASM2556406v1_genomic.fasta;GCF_025564065.1_ASM2556406v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_025564065.1_ASM2556406v1_genomic.txt
Streptomyces cylindrosporus;2927583;FALSE;gram stain positive;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;TRUE;NA;tail;TRUE;Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces cylindrosporus;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/698/165/GCA_022698165.1_ASM2269816v1;GCA_022698165.1_ASM2269816v1_genomic.fasta;GCA_022698165.1_ASM2269816v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_022698165.1_ASM2269816v1_genomic.txt
Pseudomonas marianensis;2929513;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas marianensis;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/810/315/GCA_022810315.1_ASM2281031v1;GCA_022810315.1_ASM2281031v1_genomic.fasta;GCA_022810315.1_ASM2281031v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_022810315.1_ASM2281031v1_genomic.txt
Novosphingobium album;2930093;FALSE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium album (ex Hu et al. 2023);ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/832/385/GCA_022832385.1_ASM2283238v1;GCA_022832385.1_ASM2283238v1_genomic.fasta;GCA_022832385.1_ASM2283238v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_022832385.1_ASM2283238v1_genomic.txt
